iter	RMSE
822	0.4134365574
823	0.4129105686
824	0.4123349776
825	0.411835253
826	0.4110781038
827	0.4108971213
828	0.410338916
829	0.4096916746
830	0.4090750143
831	0.4085349872
832	0.4079787061
833	0.4074624431
834	0.4070163666
835	0.4062077889
836	0.405546046
837	0.4046748199
838	0.4037515107
839	0.4036220089
840	0.4033358935
841	0.402981129
842	0.4024994406
843	0.4018202853
844	0.4014190405
845	0.4008145891
846	0.4000914953
847	0.3994065415
848	0.3987755379
849	0.3983560851
850	0.3979840705
851	0.397753999
852	0.397291006
853	0.3967284806
854	0.3963290414
855	0.3955689114
856	0.3954693953
857	0.3950701971
858	0.394454213
859	0.3940448424
860	0.39339781
861	0.393311488
862	0.3925654722
863	0.3917886046
864	0.3911519562
865	0.3902669829
866	0.3900359918
867	0.3895719113
868	0.3893988769
869	0.3890239088
870	0.3886404343
871	0.3881398837
872	0.3875229624
873	0.3867927392
874	0.3861171145
875	0.3856808293
876	0.3854126999
877	0.3849706473
878	0.3842634649
879	0.3840126384
880	0.3832214579
881	0.3831227966
882	0.3825487737
883	0.3818171526
884	0.3812201269
885	0.3805282774
886	0.3798378751
887	0.3794416337
888	0.3789568344
889	0.378144277
890	0.3773646913
891	0.3764052187
892	0.3759434218
893	0.3756568753
894	0.3750362201
895	0.3745068465
896	0.3738986793
897	0.3736516193
898	0.3731672485
899	0.3726157492
900	0.3723365916
901	0.3720119499
902	0.3717871104
903	0.3715434905
904	0.3711228671
905	0.3707299066
906	0.3699946111
907	0.3693678356
908	0.3690528494
909	0.3688490323
910	0.3681500044
911	0.3676799323
912	0.3670003534
913	0.3663137058
914	0.3660169922
915	0.3652429122
916	0.3650053905
917	0.3644068867
918	0.3637787682
919	0.3629892473
920	0.3626155604
921	0.362049599
922	0.361802093
923	0.3613496069
924	0.3604216236
925	0.3600457312
926	0.3591734724
927	0.3591334145
928	0.3586219344
929	0.3578499929
930	0.3570112226
931	0.3566684058
932	0.3559671391
933	0.3555254543
934	0.3551054049
935	0.354550459
936	0.3543852184
937	0.3538209736
938	0.3534418923
939	0.3527945249
940	0.3523356753
941	0.352115763
942	0.3518539956
943	0.3511407538
944	0.3509617088
945	0.3508174898
946	0.3502539333
947	0.3498856448
948	0.3496558314
949	0.3491736329
950	0.3487020227
951	0.3483948672
952	0.347619056
953	0.3470910093
954	0.3466604862
955	0.3463284645
956	0.3459970114
957	0.3454690339
958	0.3451555402
959	0.3446050653
960	0.3441951879
961	0.3437466962
962	0.343324777
963	0.3431935706
964	0.3425976141
965	0.342052541
966	0.3415243508
967	0.3410550763
968	0.3405168682
969	0.3401418959
970	0.3395191359
971	0.3391355195
972	0.338674632
973	0.3379600978
974	0.3374521731
975	0.3373161201
976	0.3368897259
977	0.3367566714
978	0.3363329269
979	0.3359058725
980	0.335628461
981	0.3355555733
982	0.335068136
983	0.3345196349
984	0.3342686261
985	0.3337244007
986	0.3333641474
987	0.3328346339
988	0.3324412804
989	0.3320319156
990	0.331693869
991	0.3314499234
992	0.3308497733
993	0.3304880738
994	0.3303311461
995	0.3298425784
996	0.3295313824
997	0.329225494
998	0.3287492684
999	0.3286213602
